Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Vehicle Type
OL82456,Oregon,3954.344534,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L1,Offer1,Branch,535.080276,Sports Car,Large,A
JG35886,California,4111.888285,No,Premium,College,1/21/11,Employed,F,65085,Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480.073548,Four-Door Car,Medsize,A
ZK71157,California,5358.163394,No,Basic,Bachelor,2/27/11,Employed,F,40833,Urban,Single,69,13,84,0,6,Corporate Auto,Corporate L1,Offer2,Call Center,294.591676,Four-Door Car,Medsize,A
OS21957,,8896.500265,,Basic,High School or Below,1/21/11,Employed,F,26201,Rural,Married,112,4,48,0,8,Personal Auto,Personal L2,Offer4,Call Center,168.901895,SUV,Small,A
ZE60021,Nevada,5124.79641,No,Extended,High School or Below,2/9/11,Medical Leave,F,14465,Suburban,Married,135,30,50,1,1,Corporate Auto,Corporate L2,Offer1,Web,944.506601,Sports Car,Small,nan
UY13430,Oregon,8879.790017,Yes,Basic,High School or Below,2/3/11,Employed,F,52583,Urban,Single,113,12,59,0,7,Special Auto,Special L2,Offer1,Agent,528.20086,SUV,Small,nan
MP76478,Washington,8646.504109,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3,44,0,3,Corporate Auto,Corporate L3,Offer2,Branch,369.818708,SUV,Large,A
BG85305,Nevada,3757.804716,No,Extended,Doctor,1/28/11,Employed,M,36633,Suburban,Single,96,20,61,1,1,Personal Auto,Personal L2,Offer2,Call Center,460.8,Four-Door Car,Medsize,A
GC93551,,5290.127299,,Basic,High School or Below,2/27/11,Employed,F,27179,Suburban,Divorced,66,8,91,0,9,Personal Auto,Personal L3,Offer1,Branch,344.201601,Four-Door Car,Medsize,nan
MK56815,,9591.232645,,Premium,College,2/25/11,Employed,M,54538,Urban,Married,119,32,63,0,6,Personal Auto,Personal L3,Offer1,Call Center,507.799325,Four-Door Car,Medsize,A
AE74442,California,7379.456823,No,Basic,Bachelor,1/21/11,Employed,F,61584,Urban,Married,61,18,93,0,2,Corporate Auto,Corporate L2,Offer1,Agent,205.294927,,,A
BU17847,Arizona,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8,23,0,8,Personal Auto,Personal L2,Offer1,Agent,158.077504,Sports Car,Medsize,nan
SM42728,California,15925.05739,No,Extended,College,2/2/11,Employed,M,34455,Suburban,Married,135,8,69,0,2,Personal Auto,Personal L2,Offer2,Call Center,648,SUV,Medsize,A
LV14566,Nevada,7176.591051,No,Basic,Master,1/4/11,Employed,M,27071,Suburban,Divorced,183,1,85,0,1,Personal Auto,Personal L1,Offer4,Branch,878.4,Luxury Car,Large,nan
LT98784,Oregon,5229.986897,No,Basic,Master,2/14/11,Medical Leave,M,18129,Suburban,Single,69,21,56,0,5,Personal Auto,Personal L3,Offer1,Agent,364.695093,Four-Door Car,Medsize,A
NS14955,Oregon,11726.18921,No,Extended,Master,2/26/11,Employed,F,40564,Rural,Married,97,0,36,0,2,Personal Auto,Personal L2,Offer4,Call Center,85.968142,Four-Door Car,Small,nan
VE80757,Oregon,4307.464888,No,Basic,Bachelor,1/22/11,Unemployed,M,0,Suburban,Single,62,27,14,0,3,Personal Auto,Personal L1,Offer3,Branch,434.26667,Two-Door Car,Medsize,nan
IQ24777,Nevada,8044.872393,Yes,Basic,Bachelor,2/19/11,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal Auto,Personal L2,Offer2,Agent,284.000172,Four-Door Car,Medsize,A
CU13711,Oregon,10864.27491,No,Basic,Doctor,2/9/11,Employed,F,95579,Urban,Single,67,19,78,0,2,Personal Auto,Personal L1,Offer1,Agent,308.631159,,,nan
RV67546,California,3712.430479,No,Extended,Bachelor,2/11/11,Employed,M,73205,Rural,Married,92,9,18,0,1,Personal Auto,Personal L2,Offer3,Branch,37.299865,Four-Door Car,Medsize,nan
SN16059,California,2641.446062,No,Basic,Master,2/8/11,Employed,F,29305,Suburban,Married,66,1,38,0,1,Personal Auto,Personal L2,Offer3,Web,475.2,Four-Door Car,Small,nan
LE30774,California,22235.01011,No,Basic,College,2/5/11,Employed,M,80355,Suburban,Married,187,24,92,1,2,Corporate Auto,Corporate L2,Offer1,Web,897.6,Luxury Car,Medsize,nan
CV57391,Arizona,22261.0224,No,Basic,Bachelor,1/7/11,Employed,F,50398,Urban,Single,71,18,51,0,2,Personal Auto,Personal L3,Offer3,Web,339.42418,Four-Door Car,Medsize,nan
PK52952,Arizona,8544.411077,No,Basic,Doctor,2/28/11,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Personal L3,Offer1,Call Center,523.2,SUV,Medsize,A
QX57337,Oregon,2842.025913,No,Basic,Doctor,1/26/11,Employed,F,92629,Rural,Single,72,22,1,3,1,Personal Auto,Personal L2,Offer2,Call Center,60.845685,Four-Door Car,Medsize,nan
ID21652,Washington,2878.766728,No,Basic,Bachelor,1/24/11,Employed,F,79189,Rural,Married,71,11,79,0,1,Personal Auto,Personal L2,Offer2,Branch,56.092247,Two-Door Car,Medsize,nan
HQ70429,Washington,16045.10952,No,Basic,College,2/20/11,Unemployed,F,0,Rural,Single,65,10,10,0,2,Personal Auto,Personal L3,Offer2,Agent,163.046956,Two-Door Car,Medsize,A
TR40401,Oregon,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600,SUV,Medsize,nan
DM22923,,2331.325089,,Basic,Bachelor,2/22/11,Disabled,M,27398,Suburban,Single,68,4,39,1,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medsize,A
MU64306,California,8355.642928,No,Basic,College,2/6/11,Employed,M,57074,Rural,Married,105,28,19,0,3,Personal Auto,Personal L2,Offer2,Web,80.129332,SUV,Medsize,nan
DT52189,California,6326.679236,No,Extended,High School or Below,1/10/11,Unemployed,F,0,Suburban,Divorced,87,2,41,0,3,Personal Auto,Personal L2,Offer3,Call Center,417.6,Four-Door Car,Medsize,A
TO60700,Washington,7813.411572,No,Basic,Bachelor,1/9/11,Retired,F,25859,Suburban,Single,74,0,44,0,2,Special Auto,Special L2,Offer1,Agent,355.2,Four-Door Car,Small,nan
KT30737,California,3995.358195,No,Basic,College,1/29/11,Unemployed,M,0,Suburban,Single,119,19,98,0,1,Corporate Auto,Corporate L1,Offer2,Agent,856.8,SUV,Medsize,A
RJ85627,Washington,12302.76244,No,Basic,Bachelor,1/5/11,Employed,F,43817,Urban,Married,62,25,12,1,2,Personal Auto,Personal L3,Offer3,Branch,245.447622,Four-Door Car,Medsize,nan
OS70004,California,7506.779365,No,Premium,College,2/25/11,Employed,M,49561,Suburban,Single,193,4,35,0,1,Personal Auto,Personal L3,Offer1,Branch,926.4,SUV,Medsize,A
IV32877,Oregon,6857.519928,No,Basic,Bachelor,1/8/11,Unemployed,M,0,Suburban,Single,101,31,1,0,3,Personal Auto,Personal L1,Offer4,Web,1021.719397,SUV,Medsize,nan
JF11031,California,5357.75893,No,Extended,College,2/3/11,Unemployed,M,0,Suburban,Single,82,7,77,0,7,Personal Auto,Personal L3,Offer2,Web,393.6,Four-Door Car,Medsize,nan
QR15221,Washington,2584.203924,No,Basic,High School or Below,1/4/11,Employed,F,22562,Suburban,Married,65,,81,,1,Personal Auto,Personal L3,Offer1,Branch,312,Two-Door Car,Medsize,A
BC51708,California,5074.841142,No,Basic,High School or Below,2/27/11,Employed,M,51659,Suburban,Married,64,,37,,3,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,Medsize,A
SK47066,Washington,10492.97256,No,Extended,College,1/9/11,Employed,M,72297,Rural,Married,87,17,37,2,2,Personal Auto,Personal L3,Offer1,Agent,109.543927,Four-Door Car,Medsize,nan
RA98783,Arizona,27789.69235,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Corporate Auto,Corporate L3,Offer2,Web,395.729716,Four-Door Car,Medsize,A
DU60004,Nevada,3560.628183,No,Extended,College,1/26/11,Employed,F,76769,Rural,Married,88,6,91,0,1,Corporate Auto,Corporate L2,Offer2,Web,170.106831,,,A
UO59377,Arizona,10083.48688,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L3,Offer1,Agent,571.479602,Four-Door Car,Large,nan
JF83834,,2491.317024,,Basic,Doctor,1/29/11,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Corporate Auto,Corporate L1,Offer1,Agent,67.530904,Four-Door Car,Large,A
II83628,California,7396.719746,No,Basic,College,1/30/11,Employed,M,41045,Suburban,Single,64,9,28,1,2,Personal Auto,Personal L3,Offer2,Branch,394.582401,Four-Door Car,Medsize,nan
XX84133,California,5254.734278,No,Basic,Bachelor,2/4/11,Employed,M,34476,Rural,Married,67,23,49,1,3,Corporate Auto,Corporate L2,Offer4,Call Center,5.3953,Four-Door Car,Medsize,nan
SK66747,Washington,66025.75407,No,Basic,Bachelor,2/22/11,Employed,M,33481,Suburban,Single,188,28,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1194.892002,Luxury SUV,Medsize,A
VW88911,,35944.71048,,Premium,High School or Below,2/13/11,Unemployed,M,0,Suburban,Single,114,33,55,0,2,Corporate Auto,Corporate L3,Offer1,Branch,820.8,Four-Door Car,Large,A
PK37320,Oregon,2628.657528,No,Basic,Master,1/6/11,Employed,F,83838,Urban,Married,65,1,74,0,1,Personal Auto,Personal L1,Offer3,Call Center,281.405931,Two-Door Car,Medsize,nan
FT86104,California,4650.063763,Yes,Basic,College,1/10/11,Retired,M,28215,Suburban,Single,65,15,26,0,3,Corporate Auto,Corporate L2,Offer1,Agent,468,Two-Door Car,Medsize,nan
IJ40048,California,4978.950257,No,Basic,Bachelor,1/31/11,Employed,M,28695,Urban,Single,64,17,87,0,4,Corporate Auto,Corporate L2,Offer1,Branch,221.241837,Four-Door Car,Medsize,A
CK35310,Nevada,2839.56968,No,Basic,High School or Below,1/2/11,Employed,F,27083,Suburban,Divorced,73,15,58,1,1,Personal Auto,Personal L1,Offer2,Web,525.6,Four-Door Car,Small,nan
MB83471,Oregon,7815.46882,No,Premium,High School or Below,1/5/11,Unemployed,M,0,Suburban,Divorced,112,27,46,0,4,Personal Auto,Personal L3,Offer4,Agent,574.102379,Four-Door Car,Small,nan
VA78645,California,2188.655055,No,Basic,College,1/9/11,Unemployed,M,0,Suburban,Single,67,29,49,1,1,Personal Auto,Personal L3,Offer3,Branch,321.6,,,nan
XV69290,California,22332.43946,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10,3,0,2,Corporate Auto,Corporate L2,Offer2,Branch,484.013411,Four-Door Car,Medsize,A
DB16336,Nevada,2659.70565,Yes,Extended,College,2/19/11,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Corporate Auto,Corporate L3,Offer2,Agent,420.041981,Four-Door Car,Medsize,A
XA55993,Oregon,3133.503432,No,Extended,Master,2/7/11,Employed,F,58850,Rural,Single,78,20,26,0,1,Personal Auto,Personal L3,Offer2,Branch,143.747794,Four-Door Car,Medsize,A
QF66741,Nevada,15144.40954,No,Basic,College,2/25/11,Unemployed,M,0,Suburban,Married,62,6,44,1,2,Personal Auto,Personal L2,Offer3,Branch,307.649586,Two-Door Car,Medsize,nan
BT78503,Oregon,2510.054168,No,Basic,High School or Below,2/12/11,Unemployed,M,0,Suburban,Single,73,29,38,0,1,Corporate Auto,Corporate L1,Offer2,Agent,525.6,Four-Door Car,Medsize,nan
DM42912,,4980.18765,,Extended,College,2/2/11,Disabled,F,21135,Suburban,Married,130,14,59,0,1,Personal Auto,Personal L2,Offer3,Call Center,678.946216,SUV,Medsize,A
IC44995,Oregon,4277.560211,No,Basic,College,1/15/11,Employed,F,75921,Suburban,Married,106,32,4,0,1,Personal Auto,Personal L3,Offer3,Agent,609.680428,SUV,Medsize,nan
NC78961,Oregon,4139.89767,No,Basic,Bachelor,2/4/11,Employed,M,35945,Suburban,Divorced,105,14,25,0,1,Personal Auto,Personal L3,Offer1,Agent,756,SUV,Small,nan
LO57469,Oregon,7865.182898,No,Extended,High School or Below,1/23/11,Employed,F,75490,Rural,Married,97,33,20,0,7,Corporate Auto,Corporate L3,Offer2,Agent,43.084332,Four-Door Car,Medsize,nan
HS77089,Washington,4748.794301,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Single,70,8,74,0,3,Personal Auto,Personal L3,Offer2,Branch,504,Four-Door Car,Small,nan
GS76685,,10408.96865,,Basic,High School or Below,2/18/11,Retired,M,20228,Suburban,Divorced,101,,43,,2,Corporate Auto,Corporate L3,Offer1,Branch,523.815839,SUV,Medsize,A
AL50693,Oregon,3567.503755,Yes,Basic,Bachelor,1/7/11,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.430456,SUV,Medsize,nan
GB39003,California,6285.305195,No,Extended,High School or Below,2/7/11,Unemployed,M,0,Suburban,Single,90,4,63,0,7,Personal Auto,Personal L3,Offer1,Agent,432,Two-Door Car,Medsize,A
HD95276,Washington,4737.871725,No,Extended,College,2/3/11,Unemployed,F,0,Rural,Married,130,0,93,0,1,Personal Auto,Personal L3,Offer3,Branch,23.820158,SUV,Medsize,nan
HE99696,Washington,4787.206586,No,Basic,College,2/24/11,Unemployed,F,0,Suburban,Single,67,16,45,0,5,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Small,nan
PM92089,Oregon,3383.445647,No,Extended,High School or Below,1/3/11,Unemployed,F,0,Suburban,Single,97,23,38,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,698.4,Two-Door Car,Medsize,A
BV91898,Arizona,30141.61738,No,Basic,Bachelor,2/3/11,Unemployed,F,0,Suburban,Single,103,9,72,0,2,Personal Auto,Personal L1,Offer3,Web,1060.310769,SUV,Medsize,A
RF35142,Nevada,8257.666512,Yes,Basic,Bachelor,1/12/11,Disabled,F,23815,Suburban,Married,73,4,47,0,2,Personal Auto,Personal L1,Offer2,Call Center,424.330166,Four-Door Car,Medsize,nan
VZ23007,Oregon,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Medsize,A
JD73594,Oregon,3309.11965,No,Extended,Bachelor,2/22/11,Employed,M,72140,Suburban,Divorced,87,22,66,2,1,Personal Auto,Personal L3,Offer3,Agent,417.6,Four-Door Car,Large,nan
KE98143,California,2700.676449,No,Basic,Master,2/23/11,Employed,F,89362,Rural,Single,67,8,72,0,1,Personal Auto,Personal L2,Offer4,Branch,116.209568,Four-Door Car,Medsize,A
VF65251,California,6674.177684,No,Basic,College,1/3/11,Unemployed,M,0,Suburban,Single,189,23,14,0,1,Personal Auto,Personal L2,Offer4,Branch,1737.320276,Luxury SUV,Large,A
VO36036,Oregon,3536.431774,No,Extended,Doctor,2/27/11,Employed,F,28248,Suburban,Single,90,25,89,0,1,Personal Auto,Personal L3,Offer2,Branch,634.385937,,,A
FX55357,Arizona,4364.311891,No,Basic,College,1/18/11,Employed,M,44804,Suburban,Single,114,15,13,0,1,Corporate Auto,Corporate L3,Offer4,Branch,778.350073,SUV,Medsize,nan
BP34620,California,5615.073509,No,Basic,Bachelor,1/3/11,Disabled,F,19949,Suburban,Married,74,0,99,1,3,Corporate Auto,Corporate L2,Offer1,Branch,355.2,Four-Door Car,Medsize,A
KL80110,Arizona,9333.333631,No,Basic,College,1/25/11,Employed,F,89513,Rural,Married,116,5,12,0,6,Personal Auto,Personal L2,Offer2,Branch,232.945977,SUV,Medsize,nan
RR49534,Oregon,3265.156348,Yes,Extended,Bachelor,1/26/11,Employed,F,25820,Suburban,Divorced,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,Medsize,nan
UM17151,California,1898.007675,No,Basic,Bachelor,2/26/11,Unemployed,M,0,Suburban,Single,67,15,91,3,1,Personal Auto,Personal L2,Offer1,Agent,413.606733,Two-Door Car,Medsize,nan
YH43527,Oregon,3605.860265,No,Extended,College,1/7/11,Employed,F,21585,Suburban,Married,92,35,61,0,1,Corporate Auto,Corporate L2,Offer4,Agent,441.6,Four-Door Car,Medsize,A
NN54114,Arizona,4915.39018,No,Basic,Bachelor,1/9/11,Unemployed,M,0,Suburban,Single,70,13,48,0,9,Personal Auto,Personal L3,Offer1,Branch,504,Four-Door Car,Medsize,A
OE14751,Oregon,3528.044252,Yes,Extended,Doctor,2/1/11,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Personal L3,Offer1,Branch,441.6,Two-Door Car,Medsize,nan
AM30008,California,14131.12134,No,Basic,High School or Below,1/9/11,Employed,M,28327,Suburban,Single,185,29,26,0,3,Personal Auto,Personal L2,Offer4,Web,888,Luxury Car,Medsize,A
XQ19793,Arizona,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,M,20993,Suburban,Divorced,133,,90,,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,A
MF74413,Oregon,9657.579498,Yes,Extended,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,131,34,61,0,9,Personal Auto,Personal L3,Offer1,Agent,628.8,SUV,Medsize,nan
SL22297,California,11140.30248,No,Premium,Master,1/21/11,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Personal L1,Offer1,Call Center,722.486994,SUV,Medsize,nan
DA40009,Washington,2750.540853,No,Basic,Bachelor,2/8/11,Employed,F,34200,Rural,Divorced,70,27,15,0,1,Corporate Auto,Corporate L3,Offer3,Agent,167.295936,,,nan
BC52397,Arizona,2843.557702,No,Basic,College,1/30/11,Employed,M,67952,Rural,Married,71,16,0,0,1,Personal Auto,Personal L3,Offer4,Branch,167.405624,Two-Door Car,Medsize,A
PE59368,Washington,5123.484988,No,Basic,Bachelor,1/19/11,Employed,F,72096,Urban,Married,64,24,92,0,5,Personal Auto,Personal L3,Offer1,Agent,252.330905,Two-Door Car,Medsize,nan
CB52667,Washington,5279.478432,No,Basic,High School or Below,2/7/11,Employed,F,92589,Suburban,Married,65,29,20,0,9,Personal Auto,Personal L3,Offer4,Call Center,312,Four-Door Car,Large,A
II37804,Nevada,4198.030023,No,Basic,Bachelor,2/8/11,Employed,M,39913,Urban,Married,106,16,61,0,1,Personal Auto,Personal L3,Offer1,Agent,344.765129,SUV,Small,nan
RZ50353,,6243.141785,,Extended,High School or Below,1/2/11,Employed,M,57734,Suburban,Divorced,78,2,64,0,3,Personal Auto,Personal L2,Offer4,Web,374.4,Four-Door Car,Medsize,A
RA93608,Oregon,18073.93999,No,Extended,Bachelor,1/24/11,Employed,M,64620,Suburban,Married,76,24,32,1,2,Personal Auto,Personal L2,Offer1,Agent,364.8,Two-Door Car,Small,nan
IP93821,California,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L1,Offer1,Agent,694.598288,SUV,Medsize,nan
NL75739,Arizona,7590.050089,No,Basic,High School or Below,1/2/11,Disabled,M,10375,Suburban,Married,66,,95,,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,Medsize,A
XB61209,Arizona,3508.92537,No,Extended,College,1/6/11,Unemployed,F,0,Suburban,Single,97,19,18,0,1,Personal Auto,Personal L3,Offer1,Agent,698.4,Four-Door Car,Small,nan
VG85511,Arizona,8759.592518,No,Basic,College,1/5/11,Medical Leave,M,28280,Suburban,Married,116,7,55,0,9,Personal Auto,Personal L3,Offer2,Web,556.8,Sports Car,Medsize,A
FD72269,California,5584.961718,No,Basic,High School or Below,2/3/11,Disabled,F,19724,Suburban,Married,72,20,49,0,4,Personal Auto,Personal L1,Offer1,Agent,345.6,,,nan
PU81096,Arizona,6817.430723,No,Basic,Bachelor,1/26/11,Employed,M,43947,Urban,Married,61,33,43,4,2,Personal Auto,Personal L3,Offer3,Agent,291.388894,Four-Door Car,Large,A
JH30819,California,25674.14895,No,Basic,Bachelor,2/15/11,Employed,F,66550,Suburban,Married,107,5,0,1,2,Corporate Auto,Corporate L3,Offer1,Agent,513.6,SUV,Medsize,nan
AQ51159,Arizona,8586.801328,No,Basic,High School or Below,1/17/11,Employed,F,38676,Rural,Married,72,24,33,0,2,Personal Auto,Personal L1,Offer2,Branch,146.124719,Four-Door Car,Medsize,nan
CQ80529,Oregon,4080.81891,No,Basic,College,2/19/11,Employed,F,57283,Urban,Single,106,9,85,1,1,Personal Auto,Personal L3,Offer3,Web,337.95778,SUV,Medsize,nan
QU75179,California,7147.621865,No,Extended,Bachelor,1/2/11,Employed,M,87454,Rural,Married,89,30,88,0,6,Personal Auto,Personal L3,Offer1,Call Center,60.921658,Four-Door Car,Medsize,A
PC43437,Arizona,7317.014254,No,Basic,College,1/20/11,Employed,F,24083,Suburban,Divorced,63,22,2,1,2,Personal Auto,Personal L3,Offer1,Agent,340.453606,Four-Door Car,Small,A
UR40795,Oregon,9269.677845,No,Basic,High School or Below,1/5/11,Medical Leave,M,27849,Suburban,Married,119,24,94,0,3,Personal Auto,Personal L2,Offer1,Web,571.2,Sports Car,Small,nan
JS12902,Oregon,4122.964632,No,Basic,High School or Below,2/16/11,Medical Leave,F,24732,Rural,Married,107,18,44,0,1,Corporate Auto,Corporate L3,Offer3,Branch,72.771554,Sports Car,Medsize,A
YR34119,Washington,31161.74523,No,Basic,College,2/2/11,Employed,F,30916,Rural,Married,112,7,65,0,2,Personal Auto,Personal L1,Offer1,Agent,200.11606,SUV,Small,nan
LT94367,California,26134.90739,No,Basic,College,1/16/11,Unemployed,M,0,Suburban,Divorced,111,1,72,0,2,Personal Auto,Personal L2,Offer1,Branch,673.262794,,,A
ZF82387,Oregon,10340.45566,No,Extended,High School or Below,1/12/11,Employed,M,40882,Urban,Divorced,89,6,17,0,2,Corporate Auto,Corporate L3,Offer2,Branch,393.637436,Two-Door Car,Large,nan
YV40022,,9807.829589,,Extended,College,1/18/11,Unemployed,F,0,Suburban,Married,135,,48,,4,Personal Auto,Personal L3,Offer1,Branch,970.456654,Sports Car,Medsize,A
RI69055,California,8104.43256,No,Basic,High School or Below,1/29/11,Employed,F,58172,Rural,Married,67,8,62,0,2,Personal Auto,Personal L3,Offer2,Web,141.532926,Four-Door Car,Medsize,nan
RM83767,Washington,5970.995737,No,Extended,College,1/23/11,Employed,M,64008,Urban,Single,85,,66,,5,Personal Auto,Personal L3,Offer3,Agent,372.893812,Four-Door Car,Medsize,A
DA20791,California,3774.861293,No,Extended,College,1/6/11,Employed,M,66457,Suburban,Married,95,2,76,0,1,Personal Auto,Personal L3,Offer2,Branch,456,Four-Door Car,Medsize,nan
XQ19310,,5006.609577,,Basic,High School or Below,1/16/11,Unemployed,F,0,Suburban,Single,71,16,4,0,5,Personal Auto,Personal L3,Offer2,Call Center,358.985713,Two-Door Car,Medsize,nan
GJ31412,Oregon,6650.816974,No,Extended,Bachelor,2/14/11,Employed,M,99494,Suburban,Married,83,11,65,0,3,Personal Auto,Personal L3,Offer2,Agent,398.4,Four-Door Car,Small,nan
IL25109,Nevada,12521.42105,No,Premium,High School or Below,1/29/11,Employed,M,39007,Suburban,Married,105,29,16,0,2,Personal Auto,Personal L2,Offer1,Branch,1023.844984,Two-Door Car,Large,A
KB53430,Oregon,2227.072755,Yes,Basic,High School or Below,1/5/11,Retired,M,27972,Suburban,Married,61,7,38,0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,A
FF53048,Arizona,3465.52691,No,Extended,Master,2/15/11,Employed,F,48744,Suburban,Single,86,3,59,0,1,Personal Auto,Personal L3,Offer1,Agent,412.8,Two-Door Car,Small,A
EE34821,California,17666.56543,No,Basic,Bachelor,2/17/11,Unemployed,F,0,Suburban,Single,74,6,92,0,2,Corporate Auto,Corporate L1,Offer1,Web,355.2,Two-Door Car,Large,A
XK10881,Oregon,4836.892172,No,Basic,Bachelor,2/10/11,Employed,M,39310,Rural,Married,61,5,89,0,3,Personal Auto,Personal L3,Offer1,Agent,93.181865,Four-Door Car,Medsize,A
AN36757,Oregon,22056.00496,No,Extended,Master,2/27/11,Employed,M,66851,Urban,Married,92,10,70,2,2,Personal Auto,Personal L3,Offer2,Branch,408.550442,Four-Door Car,Medsize,nan
GE13332,Nevada,3615.889805,No,Extended,High School or Below,1/28/11,Unemployed,M,0,Suburban,Married,95,16,1,0,1,Personal Auto,Personal L3,Offer1,Agent,684,Four-Door Car,Medsize,A
UT76436,Nevada,3438.949322,No,Extended,Bachelor,2/22/11,Employed,F,55910,Urban,Married,86,4,3,0,1,Personal Auto,Personal L3,Offer1,Call Center,324.348688,Four-Door Car,Medsize,nan
VV49688,,4558.592305,,Basic,High School or Below,1/31/11,Unemployed,M,0,Suburban,Single,62,13,21,0,8,Corporate Auto,Corporate L2,Offer2,Call Center,446.4,Four-Door Car,Medsize,nan
TA58285,Oregon,5285.918307,No,Basic,High School or Below,2/15/11,Unemployed,M,0,Suburban,Married,73,1,44,0,4,Personal Auto,Personal L1,Offer2,Branch,392.951076,Two-Door Car,Small,A
BR69566,Oregon,14019.83314,No,Basic,College,2/18/11,Employed,M,31739,Suburban,Divorced,71,10,29,0,2,Personal Auto,Personal L3,Offer4,Call Center,469.882367,Two-Door Car,Small,nan
MF83904,Oregon,5452.625449,No,Basic,Bachelor,1/12/11,Disabled,F,17723,Suburban,Married,72,3,40,0,3,Personal Auto,Personal L3,Offer1,Agent,345.6,Two-Door Car,Medsize,nan
OH76118,Washington,2767.499996,No,Basic,High School or Below,1/27/11,Unemployed,F,0,Rural,Married,72,27,60,0,1,Personal Auto,Personal L2,Offer1,Web,22.326388,Four-Door Car,Medsize,A
NB86870,Arizona,16468.22079,Yes,Basic,High School or Below,1/27/11,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Personal L3,Offer2,Agent,685.12694,Four-Door Car,Medsize,nan
VZ18907,Oregon,21991.61598,No,Basic,College,1/12/11,Employed,F,80807,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.139111,SUV,Large,A
AH55475,Arizona,33053.26869,No,Extended,College,1/17/11,Employed,M,44246,Suburban,Married,122,1,18,3,2,Personal Auto,Personal L2,Offer1,Web,585.6,SUV,Small,nan
UD47050,Oregon,6005.214792,Yes,Extended,High School or Below,1/12/11,Employed,M,26876,Suburban,Single,76,17,72,0,8,Corporate Auto,Corporate L2,Offer1,Agent,364.8,Four-Door Car,Medsize,nan
NT75612,Oregon,19338.5293,No,Basic,College,2/2/11,Employed,F,22784,Urban,Married,70,11,68,0,2,Personal Auto,Personal L2,Offer2,Agent,224.904234,Four-Door Car,Medsize,nan
AW71157,California,5531.723723,No,Basic,College,1/16/11,Employed,M,50097,Rural,Divorced,71,25,81,0,5,Personal Auto,Personal L1,Offer3,Web,17.484679,Four-Door Car,Medsize,nan
BP92643,Arizona,13770.97618,Yes,Premium,High School or Below,2/1/11,Employed,F,59207,Suburban,Single,116,23,21,0,2,Personal Auto,Personal L1,Offer1,Agent,556.8,,,A
BI46495,Oregon,5313.467001,No,Extended,High School or Below,2/6/11,Unemployed,M,0,Suburban,Single,79,4,78,0,4,Corporate Auto,Corporate L2,Offer1,Branch,568.8,Two-Door Car,Medsize,nan
